,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Year
430,Laviska Shenault Jr.,2TM,WR,26,12,2,0,0,0,0,0,1,1,1.00,0,5,5,36,7.20,0,2,2,1,N/A,N/A,6,10.7,12.7,8.2,N/A,170,N/A,2024
431,Ihmir Smith-Marsette,NYG,WR,25,15,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,1,0,1,N/A,N/A,6,6.0,6.0,6.0,N/A,169,N/A,2024
432,Mike Boone,CAR,RB,29,6,0,0,0,0,0,0,13,51,3.92,0,3,1,-2,-2.00,0,0,0,0,N/A,N/A,5,5.9,5.9,5.4,N/A,116,N/A,2024
433,Jonathon Brooks,CAR,RB,21,3,1,0,0,0,0,0,9,22,2.44,0,3,3,23,7.67,0,0,0,0,N/A,N/A,5,7.5,7.5,6.0,N/A,117,N/A,2024
434,Pharaoh Brown,SEA,TE,30,15,7,0,0,0,0,0,0,0,N/A,0,12,8,65,8.13,0,1,1,0,N/A,N/A,5,12.5,13.5,8.5,N/A,87,N/A,2024
435,DeAndre Carter,CHI,WR,31,13,0,0,0,0,0,0,0,0,N/A,0,14,9,72,8.00,0,1,1,0,N/A,N/A,5,14.2,15.2,9.7,N/A,172,N/A,2024
436,Peyton Hendershot,KAN,TE,25,7,1,0,0,0,0,0,0,0,N/A,0,5,5,51,10.20,0,0,0,0,N/A,N/A,5,10.1,10.1,7.6,N/A,85,N/A,2024
437,Charlie Jones,CIN,WR,26,8,0,0,0,0,0,0,0,0,N/A,0,1,1,5,5.00,0,2,1,1,N/A,N/A,5,5.5,6.5,5.0,N/A,175,N/A,2024
438,Luke Musgrave,GNB,TE,24,7,3,0,0,0,0,0,0,0,N/A,0,10,7,45,6.43,0,0,0,0,N/A,N/A,5,11.5,11.5,8.0,N/A,88,N/A,2024
439,Nikko Remigio,KAN,WR,25,5,1,0,0,0,0,0,0,0,N/A,0,6,2,48,24.00,0,1,0,0,N/A,N/A,5,6.8,6.8,5.8,N/A,173,N/A,2024
440,Durham Smythe,MIA,TE,29,17,4,0,0,0,0,0,0,0,N/A,0,17,9,53,5.89,0,0,0,0,N/A,N/A,5,14.3,14.3,9.8,N/A,84,N/A,2024
441,Tyquan Thornton,NWE,WR,24,6,1,0,0,0,0,0,0,0,N/A,0,8,4,47,11.75,0,0,0,0,N/A,N/A,5,8.7,8.7,6.7,N/A,174,N/A,2024
442,Sione Vaki,DET,RB,23,16,0,0,0,0,0,0,6,14,2.33,0,3,3,37,12.33,0,0,0,0,N/A,N/A,5,8.1,8.1,6.6,N/A,115,N/A,2024
443,Carson Wentz,KAN,QB,32,3,1,12,19,118,0,0,3,0,0.00,0,0,0,0,N/A,0,0,0,0,N/A,N/A,5,4.7,4.7,4.7,N/A,65,N/A,2024
444,Charlie Woerner,ATL,TE,27,16,5,0,0,0,0,0,0,0,N/A,0,12,7,46,6.57,0,0,0,0,N/A,N/A,5,11.6,11.6,8.1,N/A,86,N/A,2024
445,Davis Allen,LAR,TE,23,15,5,0,0,0,0,0,0,0,N/A,0,13,6,39,6.50,0,0,0,0,N/A,N/A,4,9.9,9.9,6.9,N/A,90,N/A,2024
446,Treylon Burks,TEN,WR,24,5,2,0,0,0,0,0,2,1,0.50,0,8,4,34,8.50,0,0,0,0,N/A,N/A,4,7.5,7.5,5.5,N/A,182,N/A,2024
447,Dan Chisena,CAR,WR,27,6,0,0,0,0,0,0,0,0,N/A,0,4,3,37,12.33,0,0,0,0,N/A,N/A,4,6.7,6.7,5.2,N/A,181,N/A,2024
448,D'Wayne Eskridge,MIA,WR,27,6,0,0,0,0,0,0,0,0,N/A,0,3,3,44,14.67,0,0,0,0,N/A,N/A,4,7.4,7.4,5.9,N/A,176,N/A,2024
449,Gerald Everett,CHI,TE,30,17,4,0,0,0,0,0,0,0,N/A,0,13,8,36,4.50,0,0,0,0,N/A,N/A,4,11.6,11.6,7.6,N/A,93,N/A,2024
450,Tucker Fisk,LAC,TE,25,9,5,0,0,0,0,0,0,0,N/A,0,8,7,39,5.57,0,0,0,0,N/A,N/A,4,10.9,10.9,7.4,N/A,91,N/A,2024
451,Tim Jones,JAX,WR,26,17,0,0,0,0,0,0,0,0,N/A,0,5,3,41,13.67,0,0,0,0,N/A,N/A,4,7.1,7.1,5.6,N/A,179,N/A,2024
452,Jacob Kibodi,CLE,RB,26,1,0,0,0,0,0,0,5,24,4.80,0,3,1,15,15.00,0,0,0,0,N/A,N/A,4,4.9,4.9,4.4,N/A,119,N/A,2024
453,Terrace Marshall Jr.,LVR,WR,24,7,1,0,0,0,0,0,0,0,N/A,0,6,3,41,13.67,0,0,0,0,N/A,N/A,4,7.1,7.1,5.6,N/A,180,N/A,2024
454,Tip Reiman,ARI,TE,23,17,9,0,0,0,0,0,0,0,N/A,0,7,6,37,6.17,0,0,0,0,N/A,N/A,4,9.7,9.7,6.7,N/A,92,N/A,2024
455,Ben Sims,GNB,TE,24,17,5,0,0,0,0,0,0,0,N/A,0,5,4,42,10.50,0,0,0,0,N/A,N/A,4,8.2,8.2,6.2,N/A,89,N/A,2024
456,Xavier Smith,LAR,WR,27,15,0,0,0,0,0,0,4,36,9.00,0,2,2,6,3.00,0,0,0,0,N/A,N/A,4,6.2,6.2,5.2,N/A,178,N/A,2024
457,J.J. Taylor,HOU,RB,26,5,0,0,0,0,0,0,10,44,4.40,0,3,2,0,0.00,0,0,0,0,N/A,N/A,4,6.4,6.4,5.4,N/A,118,N/A,2024
458,Cody White,SEA,WR,26,4,0,0,0,0,0,0,0,0,N/A,0,3,2,44,22.00,0,0,0,0,N/A,N/A,4,6.4,6.4,5.4,N/A,177,N/A,2024
459,Rasheen Ali,BAL,RB,23,6,0,0,0,0,0,0,10,31,3.10,0,2,0,0,N/A,0,0,0,0,N/A,N/A,3,3.1,3.1,3.1,N/A,124,N/A,2024
460,Alex Bachman,LVR,WR,28,6,1,0,0,0,0,0,0,0,N/A,0,3,3,31,10.33,0,0,0,0,N/A,N/A,3,6.1,6.1,4.6,N/A,184,N/A,2024
461,David Bell,CLE,WR,24,1,0,0,0,0,0,0,0,0,N/A,0,3,3,27,9.00,0,0,0,0,N/A,N/A,3,5.7,5.7,4.2,N/A,186,N/A,2024
462,Dalvin Cook,DAL,RB,29,2,0,0,0,0,0,0,8,20,2.50,0,1,1,10,10.00,0,0,0,0,N/A,N/A,3,4.0,4.0,3.5,N/A,125,N/A,2024
463,Britain Covey,PHI,WR,27,5,1,0,0,0,0,0,0,0,N/A,0,8,7,34,4.86,0,0,0,0,N/A,N/A,3,10.4,10.4,6.9,N/A,183,N/A,2024
464,Greg Dulcich,2TM,TE,24,9,3,0,0,0,0,0,0,0,N/A,0,12,5,28,5.60,0,0,0,0,N/A,N/A,3,7.8,7.8,5.3,N/A,95,N/A,2024
465,Cam Grandy,CIN,TE,24,8,6,0,0,0,0,0,0,0,N/A,0,5,5,28,5.60,0,0,0,0,N/A,N/A,3,7.8,7.8,5.3,N/A,96,N/A,2024
466,Taylor Heinicke,LAC,QB,31,4,0,3,5,28,0,0,2,20,10.00,0,0,0,0,N/A,0,0,0,0,N/A,N/A,3,3.1,3.1,3.1,N/A,66,N/A,2024
467,Travis Homer,CHI,RB,26,10,0,0,0,0,0,0,6,23,3.83,0,3,3,11,3.67,0,0,0,0,N/A,N/A,3,6.4,6.4,4.9,N/A,120,N/A,2024
468,Hendon Hooker,DET,QB,26,3,0,6,9,62,0,0,5,2,0.40,0,0,0,0,N/A,0,0,0,0,N/A,N/A,3,2.7,2.7,2.7,N/A,67,N/A,2024
469,Jermar Jefferson,DET,RB,24,2,0,0,0,0,0,0,6,22,3.67,0,1,1,10,10.00,0,0,0,0,N/A,N/A,3,4.2,4.2,3.7,N/A,122,N/A,2024
470,Terrell Jennings,NWE,RB,23,3,0,0,0,0,0,0,13,33,2.54,0,1,0,0,N/A,0,0,0,0,N/A,N/A,3,3.3,3.3,3.3,N/A,121,N/A,2024
471,Will Mallory,IND,TE,25,10,0,0,0,0,0,0,0,0,N/A,0,8,4,29,7.25,0,0,0,0,N/A,N/A,3,6.9,6.9,4.9,N/A,94,N/A,2024
472,Jase McClellan,ATL,RB,22,2,0,0,0,0,0,0,13,32,2.46,0,0,0,0,N/A,0,0,0,0,N/A,N/A,3,3.2,3.2,3.2,N/A,123,N/A,2024
473,Allen Robinson,DET,WR,31,12,0,0,0,0,0,0,0,0,N/A,0,7,3,30,10.00,0,0,0,0,N/A,N/A,3,6.0,6.0,4.5,N/A,185,N/A,2024
474,Deven Thompkins,CAR,WR,25,7,0,0,0,0,0,0,2,7,3.50,0,4,4,20,5.00,0,0,0,0,N/A,N/A,3,6.7,6.7,4.7,N/A,187,N/A,2024
475,Jaheim Bell,NWE,TE,23,15,0,0,0,0,0,0,0,0,N/A,0,3,2,20,10.00,0,0,0,0,N/A,N/A,2,4.0,4.0,3.0,N/A,99,N/A,2024
476,Ronnie Bell,SFO,WR,24,9,0,0,0,0,0,0,0,0,N/A,0,6,2,22,11.00,0,0,0,0,N/A,N/A,2,4.2,4.2,3.2,N/A,189,N/A,2024
477,Chris Blair,ATL,WR,27,4,0,0,0,0,0,0,0,0,N/A,0,2,1,17,17.00,0,0,0,0,N/A,N/A,2,2.7,2.7,2.2,N/A,193,N/A,2024
478,Tanner Conner,MIA,TE,26,8,1,0,0,0,0,0,0,0,N/A,0,4,3,16,5.33,0,0,0,0,N/A,N/A,2,4.6,4.6,3.1,N/A,100,N/A,2024
479,Malachi Corley,NYJ,WR,22,9,1,0,0,0,0,0,2,26,13.00,0,6,3,16,5.33,0,1,1,0,N/A,N/A,2,5.2,6.2,3.7,N/A,190,N/A,2024
480,Anthony Gould,IND,WR,23,8,0,0,0,0,0,0,0,0,N/A,0,1,1,23,23.00,0,0,0,0,N/A,N/A,2,3.3,3.3,2.8,N/A,188,N/A,2024
481,Dallin Holker,NOR,TE,24,12,2,0,0,0,0,0,0,0,N/A,0,4,3,21,7.00,0,0,0,0,N/A,N/A,2,5.1,5.1,3.6,N/A,98,N/A,2024
482,Trenton Irwin,CIN,WR,29,7,2,0,0,0,0,0,0,0,N/A,0,10,3,15,5.00,0,0,0,0,N/A,N/A,2,4.5,4.5,3.0,N/A,196,N/A,2024
483,Mason Kinsey,TEN,WR,26,6,0,0,0,0,0,0,0,0,N/A,0,2,2,17,8.50,0,0,0,0,N/A,N/A,2,3.7,3.7,2.7,N/A,194,N/A,2024
484,MarShawn Lloyd,GNB,RB,23,1,0,0,0,0,0,0,6,15,2.50,0,1,1,3,3.00,0,0,0,0,N/A,N/A,2,2.8,2.8,2.3,N/A,128,N/A,2024
485,Anthony Miller,BAL,WR,30,2,0,0,0,0,0,0,0,0,N/A,0,1,1,16,16.00,0,0,0,0,N/A,N/A,2,2.6,2.6,2.1,N/A,195,N/A,2024
486,Aaron Shampklin,PIT,RB,25,3,0,0,0,0,0,0,6,17,2.83,0,0,0,0,N/A,0,0,0,0,N/A,N/A,2,1.7,1.7,1.7,N/A,129,N/A,2024
487,Jamari Thrash,CLE,WR,24,9,0,0,0,0,0,0,0,0,N/A,0,7,3,22,7.33,0,0,0,0,N/A,N/A,2,5.2,5.2,3.7,N/A,191,N/A,2024
488,Austin Trammell,JAX,WR,26,1,0,0,0,0,0,0,0,0,N/A,0,3,2,40,20.00,0,1,1,0,N/A,N/A,2,4.0,5.0,3.0,N/A,192,N/A,2024
489,Jonathan Ward,PIT,RB,27,4,0,0,0,0,0,0,5,22,4.40,0,0,0,0,N/A,0,0,0,0,N/A,N/A,2,2.2,2.2,2.2,N/A,127,N/A,2024
490,Blake Watson,DEN,RB,25,2,0,0,0,0,0,0,4,10,2.50,0,2,1,13,13.00,0,0,0,0,N/A,N/A,2,3.3,3.3,2.8,N/A,126,N/A,2024
491,Shane Zylstra,DET,TE,28,12,1,0,0,0,0,0,0,0,N/A,0,1,1,22,22.00,0,0,0,0,N/A,N/A,2,3.2,3.2,2.7,N/A,97,N/A,2024
492,Kyle Allen,PIT,QB,28,1,0,1,1,19,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,1,0.8,0.8,0.8,N/A,71,N/A,2024
493,Robbie Chosen,MIA,WR,31,2,0,0,0,0,0,0,0,0,N/A,0,4,1,5,5.00,0,0,0,0,N/A,N/A,1,1.5,1.5,1.0,N/A,211,N/A,2024
494,Javon Baker,NWE,WR,22,11,1,0,0,0,0,0,0,0,N/A,0,4,1,12,12.00,0,0,0,0,N/A,N/A,1,2.2,2.2,1.7,N/A,198,N/A,2024
495,Chris Collier,2TM,RB,24,8,0,0,0,0,0,0,5,12,2.40,0,2,1,-4,-4.00,0,0,0,0,N/A,N/A,1,1.8,1.8,1.3,N/A,133,N/A,2024
496,Jaelon Darden,2TM,WR,25,12,1,0,0,0,0,0,0,0,N/A,0,1,1,6,6.00,0,0,0,0,N/A,N/A,1,1.6,1.6,1.1,N/A,207,N/A,2024
497,Tyrion Davis-Price,PHI,RB,24,1,0,0,0,0,0,0,3,7,2.33,0,0,0,0,N/A,0,0,0,0,N/A,N/A,1,0.7,0.7,0.7,N/A,134,N/A,2024
498,Zach Davidson,BUF,TE,26,2,0,0,0,0,0,0,0,0,N/A,0,2,1,5,5.00,0,0,0,0,N/A,N/A,1,1.5,1.5,1.0,N/A,111,N/A,2024
499,Josiah Deguara,JAX,TE,27,15,0,0,0,0,0,0,0,0,N/A,0,3,3,14,4.67,0,0,0,0,N/A,N/A,1,4.4,4.4,2.9,N/A,101,N/A,2024
500,Grant Dubose,MIA,WR,23,3,0,0,0,0,0,0,0,0,N/A,0,4,2,11,5.50,0,0,0,0,N/A,N/A,1,3.1,3.1,2.1,N/A,200,N/A,2024
501,Ross Dwelley,ATL,TE,29,17,0,0,0,0,0,0,0,0,N/A,0,1,1,5,5.00,0,0,0,0,N/A,N/A,1,1.5,1.5,1.0,N/A,112,N/A,2024
502,Jody Fortson,KAN,TE,29,3,0,0,0,0,0,0,0,0,N/A,0,3,1,5,5.00,0,0,0,0,N/A,N/A,1,1.5,1.5,1.0,N/A,113,N/A,2024
503,Feleipe Franks,CAR,TE,27,16,0,0,0,0,0,0,0,0,N/A,0,3,1,12,12.00,0,0,0,0,N/A,N/A,1,2.2,2.2,1.7,N/A,102,N/A,2024
504,Myles Gaskin,MIN,RB,27,5,0,0,0,0,0,0,3,-1,-0.33,0,1,1,11,11.00,0,0,0,0,N/A,N/A,1,2.0,2.0,1.5,N/A,130,N/A,2024
505,Reggie Gilliam,BUF,FB,27,15,0,0,0,0,0,0,3,7,2.33,0,0,0,0,N/A,0,0,0,0,N/A,N/A,1,0.7,0.7,0.7,N/A,135,N/A,2024
506,Isaiah Hodgins,NYG,WR,26,3,0,0,0,0,0,0,0,0,N/A,0,2,2,12,6.00,0,0,0,0,N/A,N/A,1,3.2,3.2,2.2,N/A,199,N/A,2024
507,George Holani,SEA,RB,25,5,0,0,0,0,0,0,3,10,3.33,0,1,1,-1,-1.00,0,0,0,0,N/A,N/A,1,1.9,1.9,1.4,N/A,131,N/A,2024
508,Brandon Johnson,PIT,WR,26,3,0,0,0,0,0,0,0,0,N/A,0,1,1,9,9.00,0,0,0,0,N/A,N/A,1,1.9,1.9,1.4,N/A,204,N/A,2024
509,Collin Johnson,CHI,WR,27,9,0,0,0,0,0,0,0,0,N/A,0,2,1,6,6.00,0,0,0,0,N/A,N/A,1,1.6,1.6,1.1,N/A,208,N/A,2024
510,Josh Johnson,BAL,QB,38,6,0,2,3,17,0,0,4,1,0.25,0,0,0,0,N/A,0,0,0,0,N/A,N/A,1,0.8,0.8,0.8,N/A,70,N/A,2024
511,Kameron Johnson,TAM,WR,22,5,0,0,0,0,0,0,2,11,5.50,0,1,0,0,N/A,0,0,0,0,N/A,N/A,1,1.1,1.1,1.1,N/A,201,N/A,2024
512,Brevin Jordan,HOU,TE,24,2,1,0,0,0,0,0,0,0,N/A,0,3,2,7,3.50,0,0,0,0,N/A,N/A,1,2.7,2.7,1.7,N/A,105,N/A,2024
513,Ramel Keyton,LVR,WR,24,8,0,0,0,0,0,0,0,0,N/A,0,3,1,7,7.00,0,0,0,0,N/A,N/A,1,1.7,1.7,1.2,N/A,206,N/A,2024
514,David Martin-Robinson,TEN,TE,25,5,2,0,0,0,0,0,0,0,N/A,0,2,1,6,6.00,0,0,0,0,N/A,N/A,1,1.6,1.6,1.1,N/A,110,N/A,2024
515,Tyreik McAllister,LVR,WR,26,3,0,0,0,0,0,0,2,11,5.50,0,0,0,0,N/A,0,0,0,0,N/A,N/A,1,1.1,1.1,1.1,N/A,202,N/A,2024
516,Nick Mullens,MIN,QB,29,4,0,2,2,38,0,0,3,-2,-0.67,0,0,0,0,N/A,0,0,0,0,N/A,N/A,1,1.3,1.3,1.3,N/A,68,N/A,2024
517,Chris Oladokun,KAN,QB,27,1,0,0,0,0,0,0,1,5,5.00,0,0,0,0,N/A,0,1,0,0,N/A,N/A,1,0.5,0.5,0.5,N/A,72,N/A,2024
518,Kendric Pryor,CIN,WR,26,1,0,0,0,0,0,0,0,0,N/A,0,1,1,9,9.00,0,0,0,0,N/A,N/A,1,1.9,1.9,1.4,N/A,205,N/A,2024
519,John Ross,PHI,WR,29,1,0,0,0,0,0,0,0,0,N/A,0,2,1,6,6.00,0,0,0,0,N/A,N/A,1,1.6,1.6,1.1,N/A,209,N/A,2024
520,Cody Schrader,LAR,RB,25,1,0,0,0,0,0,0,1,3,3.00,0,1,1,6,6.00,0,0,0,0,N/A,N/A,1,1.9,1.9,1.4,N/A,132,N/A,2024
521,Tyler Scott,CHI,WR,23,11,0,0,0,0,0,0,0,0,N/A,0,1,1,5,5.00,0,0,0,0,N/A,N/A,1,1.5,1.5,1.0,N/A,212,N/A,2024
522,John Samuel Shenker,LVR,TE,26,8,0,0,0,0,0,0,0,0,N/A,0,1,1,7,7.00,0,0,0,0,N/A,N/A,1,1.7,1.7,1.2,N/A,106,N/A,2024
523,Jarrett Stidham,DEN,QB,28,3,0,0,0,0,0,0,4,5,1.25,0,0,0,0,N/A,0,0,0,0,N/A,N/A,1,0.5,0.5,0.5,N/A,73,N/A,2024
524,Jack Stoll,2TM,TE,26,11,2,0,0,0,0,0,0,0,N/A,0,3,2,10,5.00,0,0,0,0,N/A,N/A,1,3.0,3.0,2.0,N/A,103,N/A,2024
525,Geoff Swaim,CLE,TE,31,8,2,0,0,0,0,0,0,0,N/A,0,1,1,7,7.00,0,0,0,0,N/A,N/A,1,1.7,1.7,1.2,N/A,107,N/A,2024
526,Trent Taylor,SFO,WR,30,2,0,0,0,0,0,0,0,0,N/A,0,1,1,11,11.00,0,0,0,0,N/A,N/A,1,2.1,2.1,1.6,N/A,203,N/A,2024
527,Ian Thomas,CAR,TE,28,5,2,0,0,0,0,0,0,0,N/A,0,6,3,7,2.33,0,0,0,0,N/A,N/A,1,3.7,3.7,2.2,N/A,108,N/A,2024
528,Eric Tomlinson,LAC,TE,32,9,1,0,0,0,0,0,0,0,N/A,0,4,2,9,4.50,0,0,0,0,N/A,N/A,1,2.9,2.9,1.9,N/A,104,N/A,2024
529,Casey Washington,ATL,WR,23,8,0,0,0,0,0,0,0,0,N/A,0,2,1,14,14.00,0,0,0,0,N/A,N/A,1,2.4,2.4,1.9,N/A,197,N/A,2024
530,Mike White,BUF,QB,29,1,0,3,11,28,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,1,1.1,1.1,1.1,N/A,69,N/A,2024
531,Jared Wiley,KAN,TE,24,7,2,0,0,0,0,0,0,0,N/A,0,1,1,7,7.00,0,0,0,0,N/A,N/A,1,1.7,1.7,1.2,N/A,109,N/A,2024
532,Isaiah Williams,2TM,WR,23,8,0,0,0,0,0,0,0,0,N/A,0,3,2,6,3.00,0,0,0,0,N/A,N/A,1,2.6,2.6,1.6,N/A,210,N/A,2024
533,Maurice Alexander,DET,WR,27,3,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,214,N/A,2024
534,Tyson Bagent,CHI,QB,24,4,0,2,2,11,0,0,6,-7,-1.17,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,-0.3,-0.3,-0.3,N/A,77,N/A,2024
535,Brenden Bates,2TM,TE,25,7,0,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,116,N/A,2024
536,Andrew Beck,2TM,TE,28,4,0,0,0,0,0,0,0,0,N/A,0,2,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,117,N/A,2024
537,Braxton Berrios,MIA,WR,29,6,0,0,0,0,0,0,0,0,N/A,0,4,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,215,N/A,2024
538,Khari Blasingame,2TM,RB,28,5,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,140,N/A,2024
539,Gary Brightwell,CLE,RB,25,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,141,N/A,2024
540,British Brooks,HOU,RB,25,5,0,0,0,0,0,0,1,2,2.00,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,0.2,0.2,0.2,N/A,138,N/A,2024
541,Jake Browning,CIN,QB,28,3,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,-0.2,-0.2,-0.2,N/A,76,N/A,2024
542,Marquez Callaway,TAM,WR,26,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,216,N/A,2024
543,Joshua Cephus,JAX,WR,23,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,217,N/A,2024
544,Irvin Charles,NYJ,WR,27,13,0,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,218,N/A,2024
545,Elijah Cooks,JAX,WR,26,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,219,N/A,2024
546,Baylor Cupp,KAN,TE,24,1,0,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,118,N/A,2024
547,Kaden Davis,CLE,WR,26,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,220,N/A,2024
548,Jeff Driskel,WAS,QB,31,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74,N/A,2024
549,Alex Erickson,NWE,WR,32,3,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,221,N/A,2024
550,Darrynton Evans,CHI,RB,26,5,0,0,0,0,0,0,3,3,1.00,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,0.3,0.3,0.3,N/A,137,N/A,2024
551,Erik Ezukanma,MIA,WR,24,2,0,0,0,0,0,0,0,0,N/A,0,2,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,222,N/A,2024
552,Princeton Fant,DAL,TE,25,8,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,119,N/A,2024
553,Anthony Firkser,2TM,TE,29,7,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,120,N/A,2024
554,Dez Fitzpatrick,LAC,WR,27,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,223,N/A,2024
555,John FitzPatrick,GNB,TE,24,9,0,0,0,0,0,0,0,0,N/A,0,1,1,2,2.00,0,0,0,0,N/A,N/A,N/A,1.2,1.2,0.7,N/A,114,N/A,2024
556,Bryce Ford-Wheaton,NYG,WR,24,14,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,224,N/A,2024
557,Troy Hairston,HOU,FB,26,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,142,N/A,2024
558,Deonte Harty,BAL,WR,27,5,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,225,N/A,2024
559,Parker Hesse,DET,TE,29,5,1,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,121,N/A,2024
560,Evan Hull,IND,RB,24,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,143,N/A,2024
561,Keaontay Ingram,KAN,RB,25,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,144,N/A,2024
562,Jermaine Jackson,NOR,WR,24,4,0,0,0,0,0,0,1,-1,-1.00,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,-0.1,-0.1,-0.1,N/A,245,N/A,2024
563,Trishton Jackson,MIN,WR,26,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,226,N/A,2024
564,Jaylen Johnson,LAC,WR,24,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,227,N/A,2024
565,Jakob Johnson,NYG,FB,30,3,1,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,145,N/A,2024
566,Velus Jones Jr.,2TM,WR,27,3,0,0,0,0,0,0,3,11,3.67,0,1,1,8,8.00,0,1,1,0,N/A,N/A,N/A,0.9,1.9,0.4,N/A,246,N/A,2024
567,Nikola Kalinic,LAR,TE,27,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,122,N/A,2024
568,John Kelly,BAL,RB,28,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,146,N/A,2024
569,Joshua Kelley,TEN,RB,27,3,0,0,0,0,0,0,1,2,2.00,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,0.2,0.2,0.2,N/A,139,N/A,2024
570,Tom Kennedy,DET,WR,28,4,0,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,228,N/A,2024
571,Ko Kieft,TAM,TE,26,17,1,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,123,N/A,2024
